ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD),type_of_engine,engine_capacity,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price (AUD)
17042,domestic assembly,new car,truck,0,white,gray,2,2,Petrol	1.0 L,nan,manual,rfd - rear-wheel drive,,suzuki,super carry truck,2022.0,Suzuki Super Carry Truck 1.0 MT 2022,10080.99411,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,,0.0046111110568789
53794,imported,new car,suv,0,black,black,5,7,Petrol	3.4 L,nan,automatic,awd - 4-wheel drive (awd),10.0,toyota,land cruiser,2022.0,Toyota Land Cruiser 3.5 V6 2022,161943.6805,petrol,3.4,0.2619047619047619,0.09259259259259259,0.14893617021276595,5e-05,0.0740740740480451
73954,domestic assembly,new car,crossover,0,silver,brown,5,8,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova G 2.0 AT 2023 car,35830.0393,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.01638888883500606
74150,imported,new car,suv,0,white,black,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2023.0,Toyota Corolla Cross 1.8G 2023,30526.38376,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.013962962906455038
87573,domestic assembly,new car,crossover,0,silver,gray,5,8,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,toyota,innova,2022.0,Toyota Innova G 2.0 AT 2022 car,34413.03209,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.015740740684026644
97011,domestic assembly,new car,van/minivan,0,white,gray,5,2,Petrol	1.0 L,nan,manual,rfd - rear-wheel drive,7.0,suzuki,super carry van,2023.0,Suzuki Super Carry Van Blind Van 2023,12105.29011,petrol,1.0,0.07142857142857144,0.09259259259259259,0.0425531914893617,3.5e-05,0.005537036980315119
101726,domestic assembly,new car,suv,0,white,black,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2023.0,Honda CRV L 2023 car,39838.14539,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.018222222167983842
135739,imported,new car,suv,0,copper,black,5,7,Petrol	2.7 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2023.0,Toyota Fortuner 2.7L 4x2 AT 2023,40485.92011,petrol,2.7,0.20634920634920637,0.09259259259259259,0.14893617021276595,,0.01851851846348343
142495,domestic assembly,new car,4x4,0,grey,black,4,5,Diesel	2.2 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,27854.31303,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3.5e-05,0.012740740682945164
143308,domestic assembly,new car,4x4,0,black,black,4,5,Diesel	2.2 L,single turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,33603.31369,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3.5e-05,0.015370370314652158
174951,domestic assembly,new car,van/minivan,0,white,cream,4,7,Diesel	2.2 L,tdci,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Ambulance 2023,38056.76491,diesel,2.2,0.16666666666666669,0.07407407407407407,0.14893617021276595,4.5e-05,0.017407407355359967
182003,domestic assembly,new car,crossover,0,silver,gray,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2022.0,Toyota Innova E 2.0 MT 2022,30364.44008,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.01388888883258014
182298,imported,new car,suv,0,white,cream,5,5,Petrol	2.7 L,vvti,automatic,4wd - four-wheel drive (4wd),10.0,toyota,prado,2022.0,Toyota Prado VX 2.7L 2022,80971.8402,petrol,2.7,0.20634920634920637,0.09259259259259259,0.10638297872340426,5e-05,0.037037036973374404
183963,domestic assembly,new car,sedan,0,white,yellow,4,5,Petrol	1.5 L,multi-point electronic fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,vios,2022.0,Toyota Vios E CVT 2022,21943.3687,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.010037036981937338
203337,imported,new car,suv,0,white,black,5,7,Diesel	2.0 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Ambiente 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
211394,imported,new car,hatchback,0,red,cream,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,toyota,yaris,2022.0,Toyota Yaris G 1.5 AT 2022,26315.84807,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,,0.012037036981133637
304604,domestic assembly,new car,sedan,0,black,cream,4,5,Petrol	1.5 L,vvti,automatic,fwd - front-wheel drive,6.0,toyota,vios,2022.0,Toyota Vios G 1.5 CVT 2022,23967.66471,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.010962962909947622
449343,domestic assembly,new car,suv,0,white,black,5,7,Petrol	2.0 L,multi-point electronic fuel injection,automatic,fwd - front-wheel drive,8.0,mitsubishi,outlander,2022.0,Mitsubishi Outlander 2.0 CVT 2022,33400.88409,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,4e-05,0.015277777722308535
449349,domestic assembly,new car,suv,0,silver,black,5,7,Petrol	1.5 L,electronic fuel injection,manual,fwd - front-wheel drive,6.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander 1.5 MT 2022,22469.68566,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,3e-05,0.010277777722030755
485640,domestic assembly,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,toyota,fortuner,2022.0,Toyota Fortuner 2.4G 4x2 AT Legender 2022,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
485669,domestic assembly,new car,crossover,0,white,brown,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2022.0,Toyota Innova E 2.0 MT 2022,30566.86968,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.013981481424923762
485675,domestic assembly,new car,crossover,0,silver,brown,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2022.0,Toyota Innova E 2.0 MT 2022,30566.86968,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.013981481424923762
485696,imported,new car,suv,0,black,gray,5,7,Petrol	2.7 L,nan,automatic,4wd - four-wheel drive (4wd),,toyota,prado,2022.0,Toyota Prado VX 2.7L 2022,80971.8402,petrol,2.7,0.20634920634920637,0.09259259259259259,0.14893617021276595,,0.037037036973374404
515018,imported,new car,truck,0,white,gray,2,2,Diesel	11.1 L,turbocharger is very fuel efficient,manual,4wd - four-wheel drive (4wd),,hyundai,hd,2017.0,Hyundai HD 320 2017 car,40485.92011,diesel,11.1,0.873015873015873,0.037037037037037035,0.0425531914893617,,0.01851851846348343
531808,imported,new car,suv,0,white,yellow,5,7,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,xc90,2023.0,Volvo XC90 Inscription B6 AWD 2023,161943.6805,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.0740740740480451
560029,imported,new car,truck,0,white,cream,2,3,Diesel,powerful turbocharger saves fuel,manual,rfd - rear-wheel drive,,isuzu,qkr,2022.0,Isuzu QKR IZ65 2t5-3t5 BAT 2022,17611.37525,diesel,,,0.037037037037037035,0.06382978723404255,,0.008055555501209765
587030,imported,new car,truck,0,white,cream,2,3,Diesel,powerful turbocharger saves fuel,manual,rfd - rear-wheel drive,,hyundai,hd,2022.0,Hyundai HD Ben 15 Ton 2022,40485.92011,diesel,,,0.037037037037037035,0.06382978723404255,,0.01851851846348343
694755,domestic assembly,new car,sedan,0,brown,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,city,2023.0,Honda City RS 1.5 AT 2023 car,24251.06615,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.011092592539228693
698859,imported,new car,truck,0,white,cream,2,3,Diesel, turbocharger saves fuel,manual,rfd - rear-wheel drive,,daewoo,novus,2022.0,Daewoo Novus BEN 15 Ton 2022,40485.92011,diesel,,,0.037037037037037035,0.06382978723404255,,0.01851851846348343
747206,domestic assembly,new car,sedan,0,white,black,4,5,Petrol	1.5 L,electronic fuel injection,manual,fwd - front-wheel drive,5.0,toyota,vios,2023.0,Toyota Vios E 1.5 MT 2023,19797.61493,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,2.5e-05,0.009055555498520882
960975,imported,new car,suv,0,green,brown,5,7,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,xc90,2023.0,Volvo XC90 Inscription B6 AWD 2023,161943.6805,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.0740740740480451
1116138,imported,new car,suv,0,black,black,5,4,Petrol	2.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),15.0,mercedes benz,maybach,2022.0,Mercedes Benz Maybach GLS480 2022,323887.3609,petrol,2.0,0.15079365079365079,0.09259259259259259,0.0851063829787234,7.5e-05,0.14814814810590524
1126086,domestic assembly,new car,crossover,0,red,brown,5,8,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,toyota,innova,2022.0,Toyota Innova Venturer 2.0 AT 2022,35830.0393,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.01638888883500606
1168135,domestic assembly,new car,crossover,0,take note,black,5,8,Petrol	2.0 L,nan,manual,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova E 2.0 MT 2023,28947.43288,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.013240740686174786
1185796,domestic assembly,new car,truck,0,white,black,2,2,Petrol	1.0 L,nan,manual,rfd - rear-wheel drive,7.0,suzuki,super carry truck,2023.0,Suzuki Super Carry Truck Batwing Box 2023,11538.48723,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,3.5e-05,0.0052777777217529786
1210562,imported,new car,truck,0,white,cream,2,3,Diesel,turbocharger,manual,rfd - rear-wheel drive,,daewoo,novus,2022.0,Daewoo Novus Concrete Mixer 2022,40485.92011,diesel,,,0.037037037037037035,0.06382978723404255,,0.01851851846348343
1247739,imported,new car,suv,0,red,black,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,v60,2023.0,Volvo V60 Cross Country B5 AWD 2023,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.037037036973374404
1280936,imported,new car,truck,0,white,cream,2,3,Diesel,nan,manual,rfd - rear-wheel drive,,hino,500 series,2022.0,Hino 500 Series Maximus 10 Ton 2022,40485.92011,diesel,,,0.037037037037037035,0.06382978723404255,,0.01851851846348343
1342584,imported,new car,suv,0,black,cream,5,7,Petrol	3.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),16.0,mercedes benz,gls,2022.0,Mercedes Benz GLS 450 4Matic 2022,202429.6005,petrol,3.0,0.23015873015873015,0.09259259259259259,0.14893617021276595,8e-05,0.09259259251676949
1342730,domestic assembly,new car,sedan,0,black,black,4,5,Petrol	1.5 L,electronic fuel injection,automatic,rfd - rear-wheel drive,8.0,mercedes benz,c class,2022.0,Mercedes Benz C class C200 Avantgarde 2022,40485.92011,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,4e-05,0.01851851846348343
1343488,imported,new car,van/minivan,0,black,black,5,6,Petrol	2.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,15.0,mercedes benz,v class,2022.0,Mercedes Benz V class V250 AMG 2022,121457.7603,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1276595744680851,7.5e-05,0.05555555548783943
1343600,domestic assembly,new car,suv,0,white,brown,4,5,Petrol	2.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),10.0,mercedes benz,glc,2022.0,Mercedes Benz GLC 300 4Matic 2022,80971.8402,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,5e-05,0.037037036973374404
1343791,imported,new car,sedan,0,black,cream,4,4,Petrol	2.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),15.0,mercedes benz,maybach,2022.0,Mercedes Benz Maybach S450 2022,323887.3609,petrol,2.0,0.15079365079365079,0.07407407407407407,0.0851063829787234,7.5e-05,0.14814814810590524
1347208,imported,new car,sedan,0,black,brown,4,5,Petrol	3.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,15.0,mercedes benz,s class,2022.0,Mercedes Benz S class S450 Luxury 2022,202429.6005,petrol,3.0,0.23015873015873015,0.07407407407407407,0.10638297872340426,7.5e-05,0.09259259251676949
1393396,domestic assembly,new car,sedan,0,grey,black,4,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Premium 2023,29716.66536,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.013592592537080549
1393417,domestic assembly,new car,sedan,0,red,black,4,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Deluxe 2023,24453.49575,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.011185185131572314
1394005,domestic assembly,new car,hatchback,0,red,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Sport Premium 2023,29109.37656,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3e-05,0.013314814760049684
1429536,domestic assembly,new car,sedan,0,black,gray,4,5,Petrol	2.0 L,electronic fuel injection,manual,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 MT 2023,17206.51605,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,2.5e-05,0.00787037031652252
1429547,domestic assembly,new car,suv,0,black,brown,5,7,Petrol	2.5 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,3e-05,0.01851851846348343
1429562,domestic assembly,new car,crossover,0,white,black,5,5,Petrol	2.0 L,smartstream g2.0,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT Standard 2022,32064.84873,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,2.5e-05,0.014666666612840629
1429579,imported,new car,van/minivan,0,white,black,5,7,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,stargazer,2022.0,Hyundai Stargazer Special 1.5 AT 2022,22186.28422,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,2.5e-05,0.010148148092749686
1429653,imported,new car,crossover,0,white,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Standard 1.5 AT 2022,22955.5167,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.010499999943655448
1464997,domestic assembly,new car,hatchback,0,white,colorful,5,5,Petrol	1.25 L,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16639.71317,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,2e-05,0.007611111057960379
1465025,domestic assembly,new car,sedan,0,red,black,4,5,Petrol	1.6 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,elantra,2022.0,Hyundai Elantra 1.6 AT Special 2022,25101.27047,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,2.5e-05,0.011481481427071906
1465065,domestic assembly,new car,suv,0,white,brown,5,7,Petrol	2.5 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,3e-05,0.01851851846348343
1465078,domestic assembly,new car,sedan,0,red,black,4,5,Petrol	1.6 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,elantra,2023.0,Hyundai Elantra N-Line 1.6 Turbo AT 2023,31133.67257,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,2.5e-05,0.014240740688059967
1465099,domestic assembly,new car,suv,0,white,brown,5,7,Petrol	2.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,santafe,2023.0,Hyundai SantaFe Standard 2.5L 2023,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,2.5e-05,0.01851851846348343
1465123,domestic assembly,new car,hatchback,0,red,black,5,5,Petrol	1.25 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16680.19909,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,2.5e-05,0.007629629576429103
1467840,imported,new car,van/minivan,0,black,gray,5,7,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,stargazer,2022.0,Hyundai Stargazer Premium 1.5 AT 2022,24493.98167,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,2.5e-05,0.01120370365004104
1508142,domestic assembly,new car,truck,0,white,gray,2,2,Petrol	1.0 L,nan,manual,rfd - rear-wheel drive,,suzuki,super carry truck,2021.0,Suzuki Super Carry Truck 1.0 MT 2021,10080.99411,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,,0.0046111110568789
1519607,domestic assembly,new car,crossover,0,white,black,5,5,Diesel	2.0 L,electronic oil injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2023.0,Hyundai Tucson 2.0 AT CRDi Special 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,2.5e-05,0.01851851846348343
1570629,domestic assembly,new car,truck,0,white,gray,2,2,Petrol	1.0 L,electronic fuel injection,manual,rfd - rear-wheel drive,6.0,suzuki,super carry truck,2022.0,Suzuki Super Carry Truck 1.0 MT 2022,11417.02947,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,3e-05,0.005222222166346805
1570743,domestic assembly,new car,truck,0,white,gray,2,2,Petrol	1.0 L,electronic fuel injection,manual,rfd - rear-wheel drive,6.0,suzuki,super carry truck,2022.0,Suzuki Super Carry Truck 1.0 MT 2022,10080.99411,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,3e-05,0.0046111110568789
1570896,domestic assembly,new car,truck,0,green,gray,2,2,Petrol	1.0 L,electronic fuel injection,manual,rfd - rear-wheel drive,6.0,suzuki,super carry truck,2022.0,Suzuki Super Carry Truck 1.0 MT Ben 2022,11417.02947,petrol,1.0,0.07142857142857144,0.037037037037037035,0.0425531914893617,3e-05,0.005222222166346805
1580673,domestic assembly,new car,sedan,0,white,gray,4,5,Petrol	1.4 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT Special 2023,20728.79109,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.009481481423301543
1599616,domestic assembly,new car,crossover,0,take note,sand,5,8,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,9.0,toyota,innova,2023.0,Toyota Innova 2.0G 2023 car,35222.75049,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,4.5e-05,0.01611111105340113
1625985,domestic assembly,new car,crossover,0,copper,brown,5,8,Petrol	2.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova G 2.0 AT 2023 car,34008.17289,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.015555555499339402
1660868,domestic assembly,new car,suv,0,white,cream,5,7,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,crv,2023.0,Honda CRV G 2023 car,37368.50426,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,,0.01709259253681759
1668465,imported,new car,crossover,0,grey,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,25020.29863,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.011444444390134458
1733151,domestic assembly,new car,crossover,0,red,grey,5,8,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova Venturer 2.0 AT 2023,35830.0393,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.01638888883500606
1736820,imported,new car,4x4,0,orange,black,4,5,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,7.0,toyota,hilux,2023.0,Toyota Hilux 2.4L 4x2 AT 2023,34494.00393,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,3.5e-05,0.015777777720964094
1784799,imported,new car,sedan,0,white,gray,4,5,Petrol	1.4 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,ciaz,2022.0,Suzuki Ciaz 1.4 AT 2022 car,21619.48134,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.009888888834187542
1799555,imported,new car,truck,0,white,gray,2,2,Petrol	1.5 L,electronic fuel injection,manual,rfd - rear-wheel drive,6.0,suzuki,carry,2022.0,Suzuki Carry Pro Sealed Car 2022,13157.92403,petrol,1.5,0.1111111111111111,0.037037037037037035,0.0425531914893617,3e-05,0.006018518460501954
1799592,imported,new car,truck,0,white,gray,2,2,Petrol	1.5 L,electronic fuel injection,manual,rfd - rear-wheel drive,6.0,suzuki,carry,2022.0,Suzuki Carry Pro 2022 car,12105.29011,petrol,1.5,0.1111111111111111,0.037037037037037035,0.0425531914893617,3e-05,0.005537036980315119
1807887,imported,new car,suv,0,white,black,5,7,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,mitsubishi,pajero sport,2023.0,Mitsubishi Pajero Sport 2.4D 4x2 AT 2023,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01851851846348343
1875988,imported,new car,crossover,0,red,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,25020.29863,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.011444444390134458
1876186,imported,new car,crossover,0,black,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,25020.29863,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.011444444390134458
1876223,domestic assembly,new car,sedan,0,white,gray,4,5,Petrol	1.4 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT 2023,18744.98101,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.008574074018334047
1876299,imported,new car,crossover,0,grey,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Premium 1.5 AT 2022,28583.0596,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.013074074019956267
1888442,domestic assembly,new car,crossover,0,white,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2023.0,Hyundai Tucson 2.0 AT Special 2023,37570.93386,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,2.5e-05,0.01718518512916121
1939983,domestic assembly,new car,sedan,0,white,gray,4,5,Petrol	1.4 L,electronic fuel injection,manual,fwd - front-wheel drive,4.0,hyundai,accent,2023.0,Hyundai Accent 1.4 MT Standard 2023,16396.79765,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2e-05,0.007499999947148033
1977257,domestic assembly,new car,suv,0,green,cream,5,5,Petrol	2.0 L,direct spray,automatic,rfd - rear-wheel drive,7.0,mercedes benz,glc,2022.0,Mercedes Benz GLC 200 2022,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3.5e-05,0.01851851846348343
2001944,imported,new car,hatchback,0,green,black,5,5,Petrol	1.2 L,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,suzuki,swift,2022.0,Suzuki Swift GLX 1.2 AT 2022 car,22226.77014,petrol,1.2,0.0873015873015873,0.09259259259259259,0.10638297872340426,2e-05,0.01016666661121841
2048368,imported,new car,hatchback,0,green,grey,5,5,Petrol	1.2 L,nan,automatic,fwd - front-wheel drive,,suzuki,swift,2023.0,Suzuki Swift GLX 2023 car,22631.62934,petrol,1.2,0.0873015873015873,0.09259259259259259,0.10638297872340426,,0.010351851795905653
2050181,domestic assembly,new car,hatchback,0,white,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Sport Luxury 2023,26680.22135,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3e-05,0.012203703647352156
2052733,imported,new car,sedan,0,black,cream,4,5,Petrol	1.8 L,electronic fuel injection,automatic,fwd - front-wheel drive,8.0,toyota,corolla altis,2023.0,Toyota Corolla altis 1.8G 2023,29109.37656,petrol,1.8,0.1349206349206349,0.07407407407407407,0.10638297872340426,4e-05,0.013314814760049684
2052839,domestic assembly,new car,van/minivan,0,yellow,colorful,4,16,Diesel	2.2 L,turbo diesel,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Standard 2023,34372.54617,diesel,2.2,0.16666666666666669,0.07407407407407407,0.3404255319148936,4.5e-05,0.015722222165557923
2055450,imported,new car,suv,0,red,brown,5,7,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
2056515,imported,new car,hatchback,0,white,black,5,5,Petrol	1.2 L,electronic fuel injection,manual,fwd - front-wheel drive,5.0,toyota,wigo,2023.0,Toyota Wigo 1.2G MT 2023,14251.04388,petrol,1.2,0.0873015873015873,0.09259259259259259,0.10638297872340426,2.5e-05,0.006518518463731576
2062513,imported,new car,hatchback,0,red,black,5,5,Petrol	1.2 L,dual - vvti,automatic,fwd - front-wheel drive,5.0,toyota,wigo,2023.0,Toyota Wigo 1.2G AT 2023 car,15587.07924,petrol,1.2,0.0873015873015873,0.09259259259259259,0.10638297872340426,2.5e-05,0.007129629573199481
