ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD),type_of_engine,engine_capacity,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price (AUD)
4924864,domestic assembly,used car,sedan,96,silver,pink,4,5,Petrol	1.5 L,electronic,automatic,fwd - front-wheel drive,6.0,toyota,vios,2011.0,Toyota Vios 1.5G 2011,12753.06483,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.00583333327581471
4924873,imported,used car,suv,110,black,cream,5,7,Petrol	3.0 L,nan,automatic,awd - 4-wheel drive (awd),13.0,bmw,x5,2007.0,BMW X5 3.0si 2007,16113.39621,petrol,3.0,0.23015873015873015,0.09259259259259259,0.14893617021276595,6.5e-05,0.007370370317866963
4924882,domestic assembly,used car,crossover,40,white,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,hyundai,kona,2019.0,Hyundai Kona 2.0 ATH 2019,23279.40407,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.010648148095979307
4924902,domestic assembly,used car,sedan,0,black,cream,4,5,Petrol	1.5 L,nan,manual,fwd - front-wheel drive,7.0,toyota,vios,2015.0,Toyota Vios 1.5E 2015,13441.32547,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3.5e-05,0.006148148089783025
4924905,imported,used car,suv,63,white,brown,5,5,Petrol	1.5 L,turbo,automatic,fwd - front-wheel drive,7.0,baic,beijing x7,2020.0,Baic Beijing X7 Premium 1.5 AT 2020 car,24089.12247,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3.5e-05,0.011018518465353795
4924922,domestic assembly,used car,sedan,0,white,cream,4,5,Petrol	1.6 L,nan,manual,fwd - front-wheel drive,,hyundai,elantra,2016.0,Hyundai Elantra 1.6 MT 2016,14493.9594,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.006629629574543923
4924928,domestic assembly,used car,hatchback,120,white,-,5,7,Petrol,nan,automatic,fwd - front-wheel drive,,kia,rondo,2014.0,Kia Rondo 2014,15384.64964,petrol,,,0.09259259259259259,0.14893617021276595,,0.007037036980855859
4924935,domestic assembly,used car,suv,0,silver,colorful,5,8,Diesel	2.5 L,nan,automatic,rfd - rear-wheel drive,9.0,isuzu,hi lander,2004.0,Isuzu Hi lander V-spec X-treme 2.5 AT 2004,6680.17682,diesel,2.5,0.19047619047619047,0.09259259259259259,0.1702127659574468,4.5e-05,0.0030555555009319875
4924942,domestic assembly,used car,suv,35,black,brown,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,glc,2017.0,Mercedes Benz GLC 250 4Matic 2017,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.01851851846348343
4924958,domestic assembly,used car,sedan,0,black,cream,4,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla altis,2018.0,Toyota Corolla altis 1.8G AT 2018,20242.96005,petrol,1.8,0.1349206349206349,0.07407407407407407,0.10638297872340426,,0.009259259201676851
4924963,domestic assembly,used car,sedan,0,red,-,4,5,Petrol,nan,automatic,-,,hyundai,accent,2020.0,Hyundai Accent ATH 2020 car,18947.41061,petrol,,,0.07407407407407407,0.10638297872340426,,0.00866666661067767
4924966,domestic assembly,used car,hatchback,107,white,colorful,5,5,Petrol	1.6 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,ford,fiesta,2012.0,Ford Fiesta S 1.6 AT 2012,10000.02227,petrol,1.6,0.11904761904761905,0.09259259259259259,0.10638297872340426,3e-05,0.004574074019941451
4924967,domestic assembly,used car,sedan,139,black,cream,4,5,Petrol	2.4 L,nan,manual,fwd - front-wheel drive,,toyota,camry,2003.0,Toyota Camry 2.4G 2003,9676.134907,petrol,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.004425925870819436
4924968,domestic assembly,used car,suv,0,black,-,5,7,Petrol	2.4 L,nan,automatic,fwd - front-wheel drive,,chevrolet,captiva,2016.0,Chevrolet Captiva LTZ 2.4 AT 2016,18825.95285,petrol,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.008611111055271497
4924974,domestic assembly,used car,sedan,80,grey,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,7.0,honda,city,2014.0,Honda City 1.5 AT 2014 car,13765.21284,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3.5e-05,0.006296296242106884
4924975,imported,used car,hatchback,0,green,colorful,5,5,Petrol	1.6 L,nan,automatic,fwd - front-wheel drive,,ford,fiesta,2010.0,Ford Fiesta S 1.6 AT 2010,9635.648987,petrol,1.6,0.11904761904761905,0.09259259259259259,0.10638297872340426,,0.004407407352350713
4924978,imported,used car,suv,0,white,black,5,7,Petrol	2.7 L,nan,automatic,4wd - four-wheel drive (4wd),,toyota,prado,2016.0,Toyota Prado TXL 2.7L 2016,40485.92011,petrol,2.7,0.20634920634920637,0.09259259259259259,0.14893617021276595,,0.01851851846348343
4924979,imported,used car,hatchback,0,brown,yellow,5,5,Petrol	1.0 L,nan,automatic,fwd - front-wheel drive,,kia,morning,2005.0,Kia Morning LX 1.0 AT 2005,4979.768173,petrol,1.0,0.07142857142857144,0.09259259259259259,0.10638297872340426,,0.0022777777220437186
4924989,imported,used car,hatchback,0,red,-,5,5,Petrol	1.0 L,nan,manual,fwd - front-wheel drive,,kia,morning,2011.0,Kia Morning 1.0 MT 2011 car,6275.317617,petrol,1.0,0.07142857142857144,0.09259259259259259,0.10638297872340426,,0.0028703703148725244
4924992,domestic assembly,used car,suv,60,black,cream,5,7,Diesel	2.0 L,nan,automatic,fwd - front-wheel drive,,chevrolet,captiva,2010.0,Chevrolet Captiva LTZ Maxx 2.0 AT 2010,12064.80419,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.005518518461846395
4924995,domestic assembly,used car,suv,210,grey,cream,5,8,Diesel	2.5 L,nan,manual,rfd - rear-wheel drive,,toyota,fortuner,2010.0,Toyota Fortuner 2.5G 2010,17408.94565,diesel,2.5,0.19047619047619047,0.09259259259259259,0.1702127659574468,,0.007962962908866144
4925000,domestic assembly,used car,sedan,0,red,cream,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Standard 2022 car,27044.59463,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.012370370313570677
4925003,imported,used car,suv,52,grey,black,5,7,Diesel	2.0 L,nan,automatic,4wd - four-wheel drive (4wd),,ford,everest,2019.0,Ford Everest Titanium 2.0L 4x4 AT 2019,39635.71579,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.01812962957564022
4925004,domestic assembly,used car,sedan,0,yellow,yellow,4,5,Petrol,nan,automatic,-,,toyota,vios,2018.0,Toyota Vios E 2018 car,17327.97381,petrol,,,0.07407407407407407,0.10638297872340426,,0.007925925871928695
4925008,domestic assembly,used car,sedan,50,white,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,city,2018.0,Honda City 1.5TOP 2018 car,18623.52325,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.008518518462927874
4925009,imported,used car,sedan,19,sand,brown,4,5,Petrol	2.5 L,nan,automatic,fwd - front-wheel drive,7.0,lexus,es,2022.0,Lexus ES 250 2022,80971.8402,petrol,2.5,0.19047619047619047,0.07407407407407407,0.10638297872340426,3.5e-05,0.037037036973374404
4925018,domestic assembly,used car,sedan,10,red,gray,4,5,Petrol	1.6 L,nan,automatic,fwd - front-wheel drive,,kia,k3,2022.0,Kia K3 Luxury 1.6 AT 2022 car,25303.70007,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.011574074019415527
4925021,domestic assembly,used car,crossover,62,silver,brown,5,8,Petrol	2.0 L,electronic,manual,rfd - rear-wheel drive,6.0,toyota,innova,2020.0,Toyota Innova E 2.0 MT 2020,26113.41847,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,3e-05,0.011944444388790016
4925022,imported,used car,4x4,101,white,colorful,4,5,Diesel	2.2 L,nan,automatic,rfd - rear-wheel drive,,ford,ranger,2018.0,Ford Ranger Wildtrak 2.2L 4x2 AT 2018,22672.11526,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,,0.010370370314374378
4925025,domestic assembly,used car,sedan,0,white,-,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,city,2017.0,Honda City 1.5 2017 car,14979.79044,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.006851851796168615
4925028,imported,used car,suv,69,red,brown,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,lexus,rx,2017.0,Lexus RX 200t 2017,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.037037036973374404
4925029,domestic assembly,new car,4x4,0,white,black,4,5,Diesel	2.2 L,nan,automatic,rfd - rear-wheel drive,6.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,26234.87623,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3e-05,0.011999999944196189
4925030,domestic assembly,used car,suv,30,black,brown,5,7,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),8.0,vinfast,lux sa 2.0,2019.0,VinFast Lux SA 2.0 Premium 2.0 AT 2019 car,33603.31369,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,4e-05,0.015370370314652158
4925037,imported,used car,sedan,65,black,brown,4,5,Petrol	2.5 L,nan,automatic,fwd - front-wheel drive,7.0,lexus,es,2017.0,Lexus ES 250 2017,40485.92011,petrol,2.5,0.19047619047619047,0.07407407407407407,0.10638297872340426,3.5e-05,0.01851851846348343
4925038,imported,used car,sedan,15,black,cream,4,5,Petrol	2.4 L,nan,automatic,fwd - front-wheel drive,,toyota,camry,2007.0,Toyota Camry LE 2.4 2007,14898.8186,petrol,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.006814814759231167
4925041,imported,used car,sedan,41,green,black,4,5,Petrol,nan,automatic,fwd - front-wheel drive,5.0,honda,city,2018.0,Honda City Top 1.5 2018,18825.95285,petrol,,,0.07407407407407407,0.10638297872340426,2.5e-05,0.008611111055271497
4925042,domestic assembly,used car,sedan,63,white,cream,4,5,Petrol	1.6 L,nan,manual,fwd - front-wheel drive,,hyundai,elantra,2018.0,Hyundai Elantra 1.6 MT 2018,15708.537,petrol,1.6,0.11904761904761905,0.07407407407407407,0.10638297872340426,,0.007185185128605655
4925047,imported,used car,4x4,23,silver,black,4,5,Diesel	2.4 L,electronic,manual,rfd - rear-wheel drive,7.0,mitsubishi,triton,2019.0,Mitsubishi Triton 4x2 MT 2019,19635.67125,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,3.5e-05,0.008981481424645985
4925048,imported,new car,sedan,0,black,black,4,5,Petrol	1.5 L,naturally aspirated,automatic,fwd - front-wheel drive,5.0,mg,5,2022.0,MG 5 Standard 1.5 AT 2022 car,20040.53045,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,2.5e-05,0.009166666609333228
4925051,imported,used car,sedan,0,red,black,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,kia,rio,2015.0,Kia Rio 1.4 AT 2015,14777.36084,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.0067592592038249934
4925054,domestic assembly,used car,sedan,0,black,cream,4,5,Petrol	2.4 L,gasoline,automatic,fwd - front-wheel drive,10.0,toyota,camry,2009.0,Toyota Camry 2.4G 2009,15344.16372,petrol,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,5e-05,0.007018518462387135
4925056,domestic assembly,used car,sedan,52,white,cream,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,hyundai,accent,2020.0,Hyundai Accent 1.4 AT 2020,18947.41061,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.00866666661067767
4925061,imported,used car,suv,77,white,cream,5,7,Petrol	1.5 L,electronic,manual,fwd - front-wheel drive,6.0,mitsubishi,xpander,2019.0,Mitsubishi Xpander 1.5 MT 2019,18825.95285,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,3e-05,0.008611111055271497
4925064,domestic assembly,used car,sedan,80,yellow,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mazda,3,2015.0,Mazda 3 1.5 AT 2015,17206.51605,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.00787037031652252
4925065,domestic assembly,used car,sedan,28,red,gray,4,5,Petrol	1.4 L, kim full,automatic,fwd - front-wheel drive,,kia,soluto,2021.0,Kia Soluto 1.4 AT Deluxe 2021 car,16801.65685,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.007685185131835277
4925066,domestic assembly,used car,sedan,90,white,black,4,5,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,mercedes benz,e class,2014.0,Mercedes Benz E class E250 2014,27732.85527,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.012685185127538991
4925071,domestic assembly,used car,sedan,72,white,black,4,5,Petrol,nan,automatic,rfd - rear-wheel drive,,honda,civic,2018.0,Honda Civic 1.8E 2018,23481.83367,petrol,,,0.07407407407407407,0.10638297872340426,,0.01074074068832293
4925074,imported,used car,suv,8,green,cream,5,7,Petrol	3.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,gls,2021.0,Mercedes Benz GLS 450 4Matic 2021,161943.6805,petrol,3.0,0.23015873015873015,0.09259259259259259,0.14893617021276595,,0.0740740740480451
4925075,domestic assembly,new car,suv,0,red,green,5,5,Petrol	1.5 L,gdi,automatic,fwd - front-wheel drive,8.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,36558.78586,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,4e-05,0.016722222167443103
4925076,imported,new car,suv,0,red,black,5,7,Petrol	1.3 L,nan,automatic,rfd - rear-wheel drive,,mercedes benz,glb,2023.0,Mercedes Benz GLB 200 AMG 2023,80971.8402,petrol,1.3,0.09523809523809523,0.09259259259259259,0.14893617021276595,,0.037037036973374404
4925079,imported,used car,crossover,25,red,black,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,mg,zs,2021.0,MG ZS Luxury 1.5 AT 2WD 2021,21578.99542,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,,0.009870370315718819
4925080,imported,used car,suv,70,black,brown,45,4,Petrol	5.0 L,nan,automatic,awd - 4-wheel drive (awd),9.0,landrover,range rover,2013.0,LandRover Range Rover Autobiography 5.0 2013,80971.8402,petrol,5.0,0.38888888888888895,0.8333333333333334,0.0851063829787234,4.5e-05,0.037037036973374404
4925081,domestic assembly,new car,suv,0,white,black,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,glc,2023.0,Mercedes Benz GLC 200 4Matic 2023,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.037037036973374404
4925085,domestic assembly,used car,sedan,77,white,orange,4,5,Petrol,electronic fuel injection,manual,fwd - front-wheel drive,7.0,hyundai,avante,2014.0,Hyundai Avante 1.6 MT 2014,10445.36739,petrol,,,0.07407407407407407,0.10638297872340426,3.5e-05,0.004777777723097419
4925087,imported,used car,suv,78,black,cream,5,7,Diesel	3.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,gls,2017.0,Mercedes Benz GLS 350d 4Matic 2017,80971.8402,diesel,3.0,0.23015873015873015,0.09259259259259259,0.14893617021276595,,0.037037036973374404
4925092,domestic assembly,used car,sedan,46,brown,gray,4,5,Petrol,2.0l,automatic,fwd - front-wheel drive,7.0,toyota,corolla altis,2018.0,Toyota Corolla altis 1.8G 2018,23846.20695,petrol,,,0.07407407407407407,0.10638297872340426,3.5e-05,0.01090740735454145
4925093,imported,new car,suv,0,black,brown,4,5,Petrol	3.0 L,nan,automatic,awd - 4-wheel drive (awd),,mercedes benz,gle class,2023.0,Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG 2023,202429.6005,petrol,3.0,0.23015873015873015,0.07407407407407407,0.10638297872340426,,0.09259259251676949
4925094,imported,used car,4x4,32,white,black,4,5,Diesel	2.2 L,a,automatic,rfd - rear-wheel drive,6.0,ford,ranger,2020.0,Ford Ranger XLS 2.2L 4x2 AT 2020,24696.41127,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3e-05,0.011296296242384662
4925097,imported,used car,hatchback,74,white,black,5,5,Petrol	1.6 L,electronic,automatic,fwd - front-wheel drive,7.0,volkswagen,polo,2016.0,Volkswagen Polo 1.6 AT 2016,13765.21284,petrol,1.6,0.11904761904761905,0.09259259259259259,0.10638297872340426,3.5e-05,0.006296296242106884
4925098,domestic assembly,new car,suv,0,white,black,5,5,Petrol	1.5 L,gdi,automatic,fwd - front-wheel drive,8.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,36558.78586,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,4e-05,0.016722222167443103
4925107,domestic assembly,used car,sedan,52,white,cream,4,5,Petrol	1.5 L,fi,automatic,fwd - front-wheel drive,6.0,toyota,vios,2019.0,Toyota Vios 1.5G 2019,18137.69221,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.008296296241303182
4925110,domestic assembly,used car,sedan,20,black,cream,4,5,Petrol	1.5 L,nan,manual,fwd - front-wheel drive,,toyota,vios,2017.0,Toyota Vios 1.5E 2017,15587.07924,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.007129629573199481
4925113,imported,used car,suv,57,white,black,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,subaru,forester,2020.0,Subaru Forester 2.0iS EyeSight 2020,33603.31369,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.015370370314652158
4925114,imported,used car,suv,60,black,red,4,7,Petrol	5.7 L,nan,automatic,awd - 4-wheel drive (awd),7.0,lexus,lx,2018.0,Lexus LX 570 Super Sport 2018,283401.4408,petrol,5.7,0.4444444444444445,0.07407407407407407,0.14893617021276595,3.5e-05,0.12962962959144017
4925119,imported,used car,sedan,0,white,black,4,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,honda,civic,2019.0,Honda Civic G 1.8 AT 2019,24089.12247,petrol,1.8,0.1349206349206349,0.07407407407407407,0.10638297872340426,,0.011018518465353795
4925120,domestic assembly,used car,crossover,36,red,cream,5,5,Petrol	1.4 L,electronic,automatic,fwd - front-wheel drive,6.0,kia,seltos,2020.0,Kia Seltos Luxury 1.4 AT 2020,26153.90439,petrol,1.4,0.10317460317460317,0.09259259259259259,0.10638297872340426,3e-05,0.01196296290725874
4925123,domestic assembly,used car,sedan,170,black,black,4,5,Petrol	3.0 L,nan,automatic,rfd - rear-wheel drive,10.0,mercedes benz,e class,2011.0,Mercedes Benz E class E300 2011,21052.67846,petrol,3.0,0.23015873015873015,0.07407407407407407,0.10638297872340426,5e-05,0.009629629575625402
4925130,imported,used car,suv,0,red,-,5,5,Petrol	1.8 L,nan,automatic,fwd - front-wheel drive,,toyota,corolla cross,2021.0,Toyota Corolla Cross 1.8V 2021,32307.76425,petrol,1.8,0.1349206349206349,0.09259259259259259,0.10638297872340426,,0.014777777723652975
4925135,domestic assembly,used car,sedan,60,black,cream,4,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,toyota,camry,2016.0,Toyota Camry 2.0E 2016,26315.84807,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,,0.012037036981133637
4925138,domestic assembly,used car,hatchback,70,take note,black,5,5,Petrol	1.5 L,fi,automatic,fwd - front-wheel drive,5.0,mazda,2,2016.0,Mazda 2 1.5 AT 2016,13562.78324,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.006203703649763262
4925146,imported,used car,hatchback,10,white,cream,4,5,Petrol,nan,automatic,fwd - front-wheel drive,5.0,toyota,yaris,2021.0,Toyota Yaris 1.5G 2021,25830.01703,petrol,,,0.07407407407407407,0.10638297872340426,2.5e-05,0.011814814759508943
4925147,imported,used car,van/minivan,100,green,grey,5,2,Petrol	1.0 L,nan,automatic,fwd - front-wheel drive,,kia,morning,2016.0,Kia Morning Van 1.0 AT 2016,10323.90963,petrol,1.0,0.07142857142857144,0.09259259259259259,0.0425531914893617,,0.004722222167691246
4925148,domestic assembly,used car,suv,70,red,black,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,ford,ecosport,2017.0,Ford EcoSport Titanium Black 1.5L AT 2017,16801.65685,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,,0.007685185131835277
4925151,domestic assembly,used car,suv,200,green,cream,5,8,Diesel	2.5 L,nan,manual,rfd - rear-wheel drive,6.0,isuzu,hi lander,2006.0,Isuzu Hi lander X-Treme 2.5 MT 2006,6396.775377,diesel,2.5,0.19047619047619047,0.09259259259259259,0.1702127659574468,3e-05,0.0029259258702786974
4925152,imported,new car,crossover,0,red,black,5,5,Petrol	2.0 L,direct fuel injection,automatic,fwd - front-wheel drive,,mazda,cx 30,2023.0,Mazda CX 30 Premium 2.0 AT 2023,31133.67257,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.014240740688059967
4925156,imported,used car,suv,4,white,cream,4,5,Petrol	3.5 L,nan,automatic,awd - 4-wheel drive (awd),7.0,lexus,rx,2019.0,Lexus RX 350 2019,121457.7603,petrol,3.5,0.2698412698412698,0.07407407407407407,0.10638297872340426,3.5e-05,0.05555555548783943
4925159,imported,used car,suv,25,black,red,4,5,Petrol	4.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),12.0,mercedes benz,g class,2021.0,Mercedes Benz G class G63 AMG 2021,12145.77603,petrol,4.0,0.30952380952380953,0.07407407407407407,0.10638297872340426,6e-05,0.005555555498783844
4925160,domestic assembly,used car,sedan,120,black,-,4,5,Petrol	2.4 L,nan,automatic,fwd - front-wheel drive,7.0,toyota,camry,2007.0,Toyota Camry 2.4G 2007,13765.21284,petrol,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,3.5e-05,0.006296296242106884
4925161,domestic assembly,used car,suv,85,take note,black,5,5,Petrol	2.4 L,nan,automatic,fwd - front-wheel drive,7.0,honda,crv,2015.0,Honda CRV 2.4 AT 2015,22874.54486,petrol,2.4,0.18253968253968253,0.09259259259259259,0.10638297872340426,3.5e-05,0.010462962906718
4925167,imported,used car,hatchback,7,red,cream,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,6.0,toyota,yaris,2019.0,Toyota Yaris 1.5G 2019,23481.83367,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3e-05,0.01074074068832293
4925169,imported,used car,suv,0,black,brown,5,7,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,landrover,discovery sport,2017.0,LandRover Discovery Sport HSE 2017,40485.92011,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.01851851846348343
4925173,domestic assembly,used car,sedan,58,yellow,colorful,4,5,Petrol	1.4 L,nan,manual,fwd - front-wheel drive,,hyundai,accent,2018.0,Hyundai Accent 1.4 MT 2018,14574.93124,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.0066666666114813715
4925174,domestic assembly,used car,sedan,0,white,brown,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,,chevrolet,aveo,2018.0,Chevrolet Aveo LTZ 1.4 AT 2018,12145.77603,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,,0.005555555498783844
4925182,domestic assembly,used car,suv,7,white,black,5,5,Petrol,nan,automatic,fwd - front-wheel drive,,hyundai,tucson,2022.0,Special 2022 Hyundai Tucson 2.0 car,37449.4761,petrol,,,0.09259259259259259,0.10638297872340426,,0.017129629573755037
4925184,imported,used car,suv,29,white,brown,5,7,Petrol	3.5 L,nan,automatic,awd - 4-wheel drive (awd),,lexus,rx,2019.0,Lexus RX 350L 2019,121457.7603,petrol,3.5,0.2698412698412698,0.09259259259259259,0.14893617021276595,,0.05555555548783943
4925185,imported,new car,sedan,0,white,black,4,5,Petrol	1.5 L,direct fuel injection,automatic,fwd - front-wheel drive,,mazda,2,2023.0,Mazda 2 1.5 AT 2023,17044.57237,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.0077962962426476245
4925188,domestic assembly,used car,hatchback,146,silver,black,5,5,Petrol	1.1 L,nan,manual,fwd - front-wheel drive,5.0,kia,morning,2010.0,Kia Morning EX 1.1 MT Sportpack 2010,5060.740014,petrol,1.1,0.07936507936507936,0.09259259259259259,0.10638297872340426,2.5e-05,0.0023148147594385733
4925189,imported,used car,sedan,30,brown,brown,4,4,Petrol	3.6 L,nan,automatic,rfd - rear-wheel drive,,porsche,panamera,2015.0,Porsche Panamera 3.6 V6 2015,80971.8402,petrol,3.6,0.2777777777777778,0.07407407407407407,0.0851063829787234,,0.037037036973374404
4925190,imported,used car,suv,25,black,red,5,5,Petrol	4.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),12.0,mercedes benz,g class,2021.0,Mercedes Benz G class G63 AMG 2021,364373.281,petrol,4.0,0.30952380952380953,0.09259259259259259,0.10638297872340426,6e-05,0.16666666662037025
4925195,imported,used car,van/minivan,82,white,black,5,2,Petrol	1.0 L,electronic injector,automatic,fwd - front-wheel drive,5.0,kia,morning,2011.0,Kia Morning VAN 1.0 AT 2011,7692.32482,petrol,1.0,0.07142857142857144,0.09259259259259259,0.0425531914893617,2.5e-05,0.0035185184626500975
4925196,imported,new car,van/minivan,0,black,black,5,7,Petrol	3.5 L,nan,automatic,fwd - front-wheel drive,,toyota,alphard,2023.0,Toyota Alphard Luxury Executive Lounge 2023,161943.6805,petrol,3.5,0.2698412698412698,0.09259259259259259,0.14893617021276595,,0.0740740740480451
4925198,domestic assembly,used car,suv,77,white,black,5,5,Petrol	1.0 L,fuel injection,automatic,fwd - front-wheel drive,7.0,ford,ecosport,2019.0,Ford EcoSport Titanium 1.0 EcoBoost 2019,19230.81205,petrol,1.0,0.07142857142857144,0.09259259259259259,0.10638297872340426,3.5e-05,0.00879629623995874
4925202,domestic assembly,used car,suv,39,white,brown,5,7,Petrol	2.4 L,nan,automatic,awd - 4-wheel drive (awd),,hyundai,santafe,2019.0,Hyundai SantaFe Premium 2.4L HTRAC 2019,35830.0393,petrol,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,,0.01638888883500606
4925205,imported,used car,crossover,174,silver,silver,5,7,Diesel	2.0 L,nan,automatic,fwd - front-wheel drive,7.0,kia,carens,2007.0,Kia Carens CRDi 2.0 AT 2007,12105.29011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.005537036980315119
4925210,imported,used car,suv,2,white,colorful,5,7,Petrol,nan,automatic,fwd - front-wheel drive,,toyota,rush,2019.0,Toyota Rush 1.5S AT 2019,22591.14342,petrol,,,0.09259259259259259,0.14893617021276595,,0.01033333327743693
